_station_id_	n	b	s	time	mean of n samples from s	stdev of n samples				_docks_available_	n	b	s	time	mean of n samples from s	stdev of n samples				id_0	n	b	s	time	mean of n samples from s	stdev of n samples				_bikes_available_	n	b	s	time	mean of n samples from s	stdev of n samples				
	424000	68	6152	1106	1.4988608490566038	0.02721348872135323					424000	68	6152	1106	1.4996745283018869	0.13979415309533896					424000	68	6152	1106	8.744908018867925	40.945760644921776					424000	68	6152	1106	5.991311320754717	0.12509615879963012				
	424000	68	6202	1049	0.9994905660377359	0.027238205665823727					424000	68	6202	1049	3.921379716981132	0.1398196385563762					424000	68	6202	1049	8.758530660377359	40.943236440562735					424000	68	6202	1049	9.598195754716981	0.1262217443643967				
	424000	67	6252	1017	1.0172169811320755	0.027265941824242725					424000	67	6252	1017	5.58322641509434	0.14007756353633308					424000	67	6252	1017	8.897106132075471	40.94077372777179					424000	67	6252	1017	8.117811320754717	0.12699315967777106				
	424000	67	6302	1148	1.0160471698113207	0.027293730823789213					424000	67	6302	1149	7.681830188679245	0.1406905859300052					424000	67	6302	1149	8.865344339622641	40.93836887678372					424000	67	6302	1149	6.016132075471698	0.1273453908667275				
	424000	66	6352	977	1.4993349056603773	0.027406197363314875					424000	66	6352	977	3.999264150943396	0.1407275109537933					424000	66	6352	977	8.512969339622641	40.936016980819886					424000	66	6352	977	3.4958561320754717	0.12731114545795813				
	424000	66	6402	1079	0.998056603773585	0.02743130280439436					424000	66	6402	1079	7.5357783018867925	0.1413085649327002					424000	66	6402	1079	8.489768867924528	40.933719584957366					424000	66	6402	1079	5.9693915094339625	0.12765468883583067				
	424000	65	6452	852	1.013566037735849	0.02745900338122714					424000	65	6452	852	7.589075471698113	0.1418953905643966					424000	65	6452	852	8.62311320754717	40.931476485359056					424000	65	6452	852	6.108422169811321	0.1280211968930022				
	424000	65	6502	929	1.5242051886792454	0.027575238528127512					424000	65	6502	929	2.5377122641509433	0.14177161468682636					424000	65	6502	929	8.624452830188678	40.929284785300425					424000	65	6502	929	5.069622641509434	0.12821417176215563				
	424000	64	6552	2216	1.4984646226415095	0.027685759420803632					424000	64	6552	2216	3.9960943396226414	0.14181091499541573					424000	64	6552	2216	8.234445754716981	40.92713936511888					424000	64	6552	2216	3.4974245283018868	0.12818591560456577				
	424000	64	6602	1938	0.999816037735849	0.02771128202261753					424000	64	6602	1938	7.492747641509434	0.1423762732257331					424000	64	6602	1938	8.255198113207546	40.92504256586023					424000	64	6602	1938	5.990292452830189	0.12853065637570898				
	424000	63	6652	2736	1.0165849056603773	0.027739514414965603					424000	63	6652	2736	4.853712264150944	0.1425257585322838					424000	63	6652	2736	8.379058962264152	40.9229938458796					424000	63	6652	2736	8.861714622641509	0.12943817593458687				
	424000	63	6702	2420	1.5264056603773586	0.027854340812918453					424000	63	6702	2421	3.0529528301886795	0.1424613820326093					424000	63	6702	2421	8.374278301886793	40.92099064407771					424000	63	6702	2421	4.556865566037736	0.12955368122278557				
	424000	62	6752	1250	1.0014056603773585	0.027880363850875674					424000	62	6752	1250	6.504603773584906	0.14285535358826953					424000	62	6752	1250	7.988780660377358	40.91902835609346					424000	62	6752	1250	6.988497641509434	0.13007001605183655				
	424000	62	6802	1144	1.4989669811320754	0.02798914129888709					424000	62	6802	1144	4.0054150943396225	0.1428995843702932					424000	62	6802	1144	7.998134433962264	40.91710917032417					424000	62	6802	1144	3.5095259433962265	0.13004736755300753				
	424000	61	6852	1682	1.5253018867924528	0.0281021852881677					424000	61	6852	1682	3.0423254716981134	0.14283907161316325					424000	61	6852	1682	8.11751179245283	40.915232753871514					424000	61	6852	1682	4.5725094339622645	0.13016690718571483				
	424000	61	6902	1926	1.0167216981132075	0.02813031528156113					424000	61	6902	1926	7.4299198113207545	0.14338552381353717					424000	61	6902	1926	8.126966981132075	40.91339695867998					424000	61	6902	1926	6.293485849056604	0.13055592417936723				
	424000	60	6952	1985	0.996877358490566	0.028155791255733198					424000	60	6952	1985	9.478266509433963	0.14431662589877023					424000	60	6952	1985	7.730573113207547	40.911597335801446					424000	60	6952	1985	4.029478773584906	0.13060279060301253				
	424000	60	7002	2235	0.9984575471698113	0.02818169400926595					424000	60	7002	2236	4.044436320754717	0.1443663662892789					424000	60	7002	2236	7.7255	40.90983602555842					424000	60	7002	2236	9.411877358490566	0.13160680688175191				
	424000	60	7052	2022	1.0004481132075471	0.028208072812162047					424000	60	7052	2022	6.573672169811321	0.14476310268185216					424000	60	7052	2022	7.758143867924528	40.90811224546571					424000	60	7052	2022	6.90123820754717	0.1320952164692768				
	424000	59	7102	1548	1.0192924528301888	0.028237300547589154					424000	59	7102	1548	5.8555707547169815	0.14504981878327844					424000	59	7102	1548	7.8766816037735845	40.906425610246124					424000	59	7102	1548	7.854417452830189	0.13275882995701424				
	424000	59	7152	1144	1.0157405660377359	0.02826618458790167					424000	59	7152	1144	9.182049528301887	0.14590458316808141					424000	59	7152	1144	7.858485849056604	40.904774027788626					424000	59	7152	1144	4.0487735849056605	0.13280688678374925				
	424000	58	7202	1871	0.9994811320754717	0.028292953450946786					424000	58	7202	1871	7.484823113207547	0.14644213111691337					424000	58	7202	1871	7.505122641509434	40.90315399868631					424000	58	7202	1871	5.49558962264151	0.1330577021047731				
	424000	58	7252	1787	1.4971415094339622	0.0283990639509829					424000	58	7252	1787	2.994495283018868	0.14638108660724436					424000	58	7252	1787	7.510332547169812	40.9015673659163					424000	58	7252	1787	4.501400943396226	0.13316648949771367				
	424000	58	7302	1704	1.5035801886792453	0.028505730351892713					424000	58	7302	1704	2.0006509433962263	0.14623466934318344					424000	58	7302	1704	7.51273820754717	40.90001319754821					424000	58	7302	1704	5.493643867924528	0.13341691014311213				
	424000	57	7352	2305	1.0163820754716981	0.028534711166058917					424000	57	7352	2305	5.088231132075472	0.14641393910014183					424000	57	7352	2306	7.610051886792453	40.89849130516912					424000	57	7352	2306	8.667353773584905	0.13423073808683322				
	424000	57	7402	1330	1.523992924528302	0.028644266985582888					424000	57	7402	1330	3.554877358490566	0.14641464463525222					424000	57	7402	1330	7.65402358490566	40.8970004308419					424000	57	7402	1330	4.072962264150943	0.13428428728546182				
	424000	56	7452	1627	0.997061320754717	0.028670599489750096					424000	56	7452	1627	4.498174528301886	0.14652188878817332					424000	56	7452	1627	7.251594339622642	40.89553658864279					424000	56	7452	1627	8.996094339622642	0.1351580290115859				
	424000	56	7502	1989	1.5014716981132075	0.028775405113853132					424000	56	7502	1989	3.494271226415094	0.14651897901644048					424000	56	7502	1989	7.2619528301886795	40.89410197403117					424000	56	7502	1989	3.994811320754717	0.13520198558510968				
	424000	56	7552	2273	0.9973584905660378	0.028801807117492136					424000	56	7552	2273	7.9560212264150945	0.14713155621102686					424000	56	7552	2273	7.219509433962264	40.89269545420467					424000	56	7552	2273	5.549533018867924	0.13545585438155572				
	424000	55	7602	6861	1.0179669811320755	0.02883113269750683					424000	55	7602	6861	8.149132075471698	0.14777390678830646					424000	55	7602	6861	7.356087264150943	40.89131751291067					424000	55	7602	6861	5.605926886792453	0.13571761474022112				
	424000	55	7652	4641	1.017372641509434	0.028860509507538913					424000	55	7652	4641	6.618808962264151	0.1481637082294335					424000	55	7652	4641	7.3938962264150945	40.88996673401903					424000	55	7652	4641	7.142443396226415	0.13622556169419747				
	424000	55	7702	7807	1.0208207547169812	0.028890476405207574					424000	55	7702	7807	6.123141509433962	0.14847963085222793					424000	55	7702	7807	7.370917452830189	40.888642009981446					424000	55	7702	7807	7.638608490566038	0.1368185500874338				
	424000	54	7752	10946	1.0030566037735849	0.028918203385534396					424000	54	7752	10946	8.08922641509434	0.1491026086423421					424000	54	7752	10946	7.014721698113208	40.88734049560613					424000	54	7752	10946	5.393290094339623	0.1370459163828311				
	424000	54	7802	5696	0.9987830188679245	0.028945504680344365					424000	54	7802	5696	6.492518867924528	0.14946826462316745					424000	54	7802	5696	7.011245283018868	40.88606390269206					424000	54	7802	5696	7.005117924528302	0.13752319093585916				
	424000	53	7852	13931	1.524254716981132	0.029052816183520416					424000	53	7852	13931	3.062504716981132	0.14942522614086676					424000	53	7852	13931	7.165096698113207	40.88481260325322					424000	53	7852	13931	4.587686320754717	0.13764137197195678				
	424000	53	7902	5792	1.5277146226415095	0.029160146176594					424000	53	7902	5792	5.09247641509434	0.1496018621824711					424000	53	7902	5792	7.135165094339623	40.883584790921084					424000	53	7902	5792	2.5520400943396226	0.13753822516448627				
	424000	53	7952	4815	1.0188867924528302	0.029189903302269372					424000	53	7952	4815	5.0582783018867925	0.14977435858556626					424000	53	7952	4815	7.135051886792453	40.882380066430265					424000	53	7952	4815	8.66267924528302	0.13831344592701583				
	424000	52	8002	3282	1.5021580188679244	0.029292152071075474					424000	52	8002	3282	3.5392075471698115	0.14977989880697176					424000	52	8002	3282	6.745323113207547	40.88119546283168					424000	52	8002	3282	3.954547169811321	0.13835655894113477				
	424000	52	8052	1597	0.9995	0.029319377003743034					424000	52	8052	1597	3.818018867924528	0.14981458101916462					424000	52	8052	1597	6.767608490566038	40.8800330082296					424000	52	8052	1597	9.674591981132075	0.13932938445835225				
	424000	52	8102	2143	0.9995047169811321	0.029346730012966924					424000	52	8102	2143	7.512063679245283	0.15033273824146814					424000	52	8102	2143	6.7743561320754715	40.878892064376714					424000	52	8102	2143	6.0066509433962265	0.13963985209933902				
	424000	52	8152	1422	0.999188679245283	0.029374166915347468					424000	52	8152	1422	6.129941037735849	0.15064366917841795					424000	52	8152	1422	6.745787735849056	40.8777718954489					424000	52	8152	1422	7.350275943396227	0.14016205435381268				
	424000	51	8202	1917	1.5311320754716982	0.029480373702225324					424000	51	8202	1917	3.059561320754717	0.1506073641389145					424000	51	8202	1917	6.884745283018868	40.87667298009735					424000	51	8202	1917	4.603308962264151	0.1402810933361588				
	424000	51	8252	1389	1.5293561320754716	0.029585732028946345					424000	51	8252	1389	3.0620943396226417	0.15057285769873416					424000	51	8252	1389	6.875379716981132	40.87559393778978					424000	51	8252	1389	4.592313679245283	0.1403993760284862				
	424000	51	8302	8982	1.0198254716981132	0.02961560733083311					424000	51	8302	8983	8.509242924528301	0.1512513560371719					424000	51	8302	8983	6.875400943396226	40.87453434718342					424000	51	8302	8983	5.267641509433962	0.14060424524861698				
	424000	50	8352	1331	1.000566037735849	0.02964315980907411					424000	50	8352	1331	4.996415094339623	0.15141664832137885					424000	50	8352	1331	6.505804245283019	40.873491656931876					424000	50	8352	1331	8.47754716981132	0.14131992711296026				
	424000	50	8402	2424	1.498125	0.029742537592886014					424000	50	8402	2424	3.989	0.1514717359169709					424000	50	8402	2424	6.481150943396226	40.872467414641775					424000	50	8402	2425	3.502889150943396	0.14131645848934762				
	424000	50	8452	3266	0.999938679245283	0.029770001593460604					424000	50	8452	3266	8.495790094339622	0.15214147354098626					424000	50	8452	3266	6.503436320754717	40.87146144463441					424000	50	8452	3266	5.002075471698113	0.14148596504403427				
	424000	49	8502	1835	1.0201132075471697	0.029800079936620916					424000	49	8502	1835	6.221379716981132	0.15245995829425366					424000	49	8502	1835	6.645365566037736	40.87047396900872					424000	49	8502	1835	7.5684268867924525	0.14203456390891483				
	424000	49	8552	5851	1.5339410377358491	0.02990458005986142					424000	49	8552	5851	5.1053537735849055	0.1526367044113295					424000	49	8552	5851	6.639771226415094	40.86950375529008					424000	49	8552	5851	2.5539504716981134	0.14194494593537957				
	424000	49	8602	5260	1.5355542452830189	0.03000882685033771					424000	49	8602	5260	4.587856132075472	0.15275489654498126					424000	49	8602	5260	6.6360283018867925	40.868550413047736					424000	49	8602	5260	3.0600424528301886	0.14190244029299962				
	424000	49	8652	4521	1.0192547169811321	0.030038587985110096					424000	49	8652	4521	6.641313679245283	0.1531292896663314					424000	49	8652	4521	6.6239834905660375	40.867613509857925					424000	49	8652	4521	7.133858490566038	0.14237739837882374				
	424000	48	8702	5675	1.5044929245283019	0.030137153706179472					424000	48	8702	5675	6.005009433962264	0.1534164221479695					424000	48	8702	5675	6.256950471698113	40.86669082349533					424000	48	8702	5675	1.4963490566037736	0.14221259110720602				
	424000	48	8752	2328	0.9994716981132076	0.0301644708447481					424000	48	8752	2328	7.707672169811321	0.15394558628777058					424000	48	8752	2328	6.2309504716981134	40.865783803906005					424000	48	8752	2328	5.801346698113208	0.14248863830902847				
	424000	48	8802	1397	0.9980471698113208	0.030191718297941667					424000	48	8802	1397	7.1394127358490564	0.15438654568409294					424000	48	8802	1397	6.250474056603774	40.86489232939484					424000	48	8802	1397	6.344563679245283	0.1428408102478396				
	424000	47	8852	1808	1.0188490566037736	0.030221570678341827					424000	47	8852	1808	10.209764150943396	0.15534401999864084					424000	47	8852	1808	6.355306603773585	40.864016478296804					424000	47	8852	1808	3.568497641509434	0.14285199074889054				
	424000	47	8902	2168	1.0223537735849058	0.030251927330330233					424000	47	8902	2168	7.716188679245283	0.1558652383977112					424000	47	8902	2168	6.402615566037736	40.86315561029644					424000	47	8902	2168	5.554985849056604	0.14309394682682464				
	424000	47	8952	1580	1.5314150943396228	0.03035382328359485					424000	47	8952	1580	2.5537853773584906	0.15579568830261156					424000	47	8952	1580	6.38270283018868	40.862309057358175					424000	47	8952	1580	5.097382075471698	0.14327709575583594				
	424000	47	9002	2463	1.0207216981132075	0.030383915831616266					424000	47	9002	2463	8.616867924528302	0.15645798462145044					424000	47	9002	2463	6.392344339622642	40.861476647565254					424000	47	9002	2463	5.158561320754717	0.1434678574909765				
