_station_id_	n	b	s	time	mean of n samples from s	stdev of n samples				_docks_available_	n	b	s	time	mean of n samples from s	stdev of n samples				id_0	n	b	s	time	mean of n samples from s	stdev of n samples				_bikes_available_	n	b	s	time	mean of n samples from s	stdev of n samples				
	424000	47260	8	740	0.997688679245283	0.1815394095462497					424000	47260	8	740	6.882997641509434	4.566754091025921					424000	47260	8	740	5893.75012735849	2865.3443580106323					424000	47260	8	740	6.593231132075472	1.208968040146816				
	424000	47310	8	733	1.2468584905660378	0.20260105894411937					424000	47310	8	733	5.409974056603773	4.539462870382497					424000	47310	8	733	5928.142007075472	2868.3837985882383					424000	47310	8	733	5.125445754716981	1.0844956528046221				
	424000	47360	8	692	1.2482806603773584	0.2027218595305421					424000	47360	8	692	5.381051886792453	4.538476049991155					424000	47360	8	692	5925.121884433962	2868.1168900812086					424000	47360	8	692	5.11875	1.083930661352024				
	424000	47410	8	784	1.0015283018867924	0.1818622287799137					424000	47410	8	784	5.662688679245283	4.5461265026571125					424000	47410	8	784	5939.233389150943	2869.364018595962					424000	47410	8	784	7.848231132075472	1.3162039112837935				
	424000	47460	8	674	0.9994764150943396	0.18168970728990014					424000	47460	8	674	7.127207547169811	4.575158226853799					424000	47460	8	674	5915.122150943396	2867.2331465768234					424000	47460	8	674	6.3485212264150945	1.1881376231450653				
	424000	47510	8	754	1.4983867924528302	0.2240502875111305					424000	47510	8	754	3.5131367924528303	4.505819681978829					424000	47510	8	754	5943.7682051886795	2869.764790825802					424000	47510	8	754	3.9832240566037735	0.9885713332969401				
	424000	47560	8	809	1.0009198113207547	0.18181106543591738					424000	47560	8	809	6.90961320754717	4.575362727822488					424000	47560	8	809	5954.937471698113	2870.7518942331644					424000	47560	8	809	6.573908018867924	1.207322246492089				
	424000	47610	8	719	1.5005801886792454	0.2242380037160491					424000	47610	8	719	3.546558962264151	4.504675956279279					424000	47610	8	719	5930.800801886792	2868.6187741508884					424000	47610	8	719	3.9570683962264153	0.9863865618512316				
	424000	47660	8	832	1.501068396226415	0.22427978714076502					424000	47660	8	832	3.54213679245283	4.506432990855739					424000	47660	8	832	5944.6143915094335	2869.8395740075425					424000	47660	8	832	3.958009433962264	0.9864651747620936				
	424000	47710	8	847	1.4999504716981131	0.22418410992282548					424000	47710	8	847	3.5625094339622643	4.510292345719713					424000	47710	8	847	5971.033125	2872.1743759598157					424000	47710	8	847	3.9406768867924526	0.9850177505662497				
	424000	47760	8	684	1.000367924528302	0.18176466278275613					424000	47760	8	684	7.0107641509433964	4.577498013346368					424000	47760	8	684	5953.575070754717	2870.6314896576423					424000	47760	8	684	6.500525943396227	1.2010734392044264				
	424000	47810	8	703	1.5029080188679245	0.2244372365961035					424000	47810	8	703	3.6087264150943397	4.512875745018225					424000	47810	8	703	5984.454474056603	2873.360511589565					424000	47810	8	703	3.904629716981132	0.9820082509711032				
	424000	47860	8	741	0.9995471698113207	0.18169565601963628					424000	47860	8	741	6.885945754716981	4.577518620171204					424000	47860	8	741	5975.540264150944	2872.5727023869053					424000	47860	8	741	6.617106132075472	1.2110019573874733				
	424000	47910	8	735	0.9965141509433962	0.18144067227288413					424000	47910	8	735	6.965660377358491	4.5799602303138185					424000	47910	8	735	5980.312216981132	2872.99443221371					424000	47910	8	735	6.528889150943396	1.2034884222080002				
	424000	47960	8	727	0.9984952830188679	0.18160722035814214					424000	47960	8	727	7.135931603773585	4.585073582362786					424000	47960	8	727	5989.47812264151	2873.8044855591916					424000	47960	8	727	6.377018867924528	1.1905620531115253				
	424000	48010	8	703	0.9996462264150944	0.18170398427587447					424000	48010	8	703	6.935441037735849	4.581625900566763					424000	48010	8	703	5998.326818396226	2874.586505004506					424000	48010	8	703	6.557801886792453	1.2059505748756798				
	424000	48060	8	964	0.9998867924528302	0.18172421020697338					424000	48060	8	965	6.91647641509434	4.5837957893458645					424000	48060	8	965	6018.221438679246	2876.34472832644					424000	48060	8	965	6.594686320754717	1.2090921467635745				
	424000	48110	8	706	0.9986603773584906	0.18162110009449692					424000	48110	8	706	6.921294811320755	4.583966629241793					424000	48110	8	707	6018.689025943396	2876.386052205326					424000	48110	8	707	6.59701179245283	1.2092902364560634				
	424000	48160	8	723	1.4970495283018868	0.22393584634423558					424000	48160	8	723	3.563745283018868	4.517645859267644					424000	48160	8	723	6026.270780660378	2877.0561037448597					424000	48160	8	723	3.9275448113207547	0.9839213225363002				
	424000	48210	8	765	0.9987028301886792	0.1816246691873876					424000	48210	8	765	7.112358490566038	4.59133474008378					424000	48210	8	765	6041.564481132075	2878.4077129244542					424000	48210	8	765	6.364997641509434	1.1895393971209238				
	424000	48260	8	735	1.5052712264150943	0.2246395093989947					424000	48260	8	735	3.555115566037736	4.518083523912326					424000	48260	8	735	6030.691525943396	2877.446795288243					424000	48260	8	735	3.9390448113207546	0.9848815510391489				
	424000	48310	8	689	1.0009669811320754	0.18181503153203202					424000	48310	8	689	7.119870283018868	4.592841875939515					424000	48310	8	689	6051.7726556603775	2879.3098794719517					424000	48310	8	689	6.376533018867924	1.190520788481252				
	424000	48360	8	718	0.9995566037735849	0.1816964491844513					424000	48360	8	718	7.126158018867924	4.590562724493862					424000	48360	8	718	6033.219936320755	2877.6702482454953					424000	48360	8	718	6.366846698113208	1.1896966951131749				
	424000	48410	8	710	0.999188679245283	0.1816655160016832					424000	48410	8	710	6.873997641509434	4.586288241730016					424000	48410	8	710	6044.652148584905	2878.680591298166					424000	48410	8	710	6.578891509433962	1.2077468027426748				
	424000	48460	8	764	0.9990283018867925	0.1816520324797501					424000	48460	8	764	6.847917452830188	4.587413779623233					424000	48460	8	764	6057.769341981132	2879.839847922873					424000	48460	8	764	6.648115566037736	1.2136440132265178				
	424000	48510	8	709	0.9985283018867924	0.18160999629701643					424000	48510	8	710	5.787865566037736	4.565973881522072					424000	48510	8	710	6070.2753018867925	2880.945085849837					424000	48510	8	710	7.679073113207547	1.3017138212589396				
	424000	48560	8	777	1.000382075471698	0.18176585257943662					424000	48560	8	777	5.8104646226415095	4.565547350496617					424000	48560	8	777	6063.433908018868	2880.340464667007					424000	48560	8	777	7.702707547169811	1.3037377394747098				
	424000	48610	8	726	1.4992783018867926	0.22412658379703343					424000	48610	8	726	3.5565495283018866	4.52151032137879					424000	48610	8	726	6056.318962264151	2879.7116678789307					424000	48610	8	726	3.9466533018867924	0.9855169418433731				
	424000	48660	8	709	1.4991155660377358	0.22411265656683912					424000	48660	8	709	3.5253466981132076	4.524885970501559					424000	48660	8	709	6085.795528301886	2882.316715582457					424000	48660	8	709	3.9742924528301886	0.987825424711857				
	424000	48710	8	716	1.0008962264150942	0.18180908239061436					424000	48710	8	716	7.126667452830189	4.597190338977833					424000	48710	8	716	6083.850577830189	2882.1448268351096					424000	48710	8	716	6.364007075471698	1.189455180593742				
	424000	48760	8	739	0.9999433962264151	0.1817289692847583					424000	48760	8	739	7.1185235849056605	4.598432068329783					424000	48760	8	739	6094.788448113208	2883.1114822367294					424000	48760	8	739	6.362584905660377	1.1893342053065632				
	424000	48810	8	1101	0.9994575471698113	0.18168812096513018					424000	48810	8	1101	6.910459905660377	4.592551248006941					424000	48810	8	1101	6086.201643867925	2882.35260682595					424000	48810	8	1101	6.5975707547169815	1.2093379271261964				
	424000	48860	8	731	0.9984858490566038	0.18160642723441167					424000	48860	8	731	6.7553938679245285	4.593535173530906					424000	48860	8	731	6120.464179245283	2885.3806251454366					424000	48860	8	731	6.756252358490566	1.2228606130262165				
	424000	48910	8	714	1.340375	0.2105567057461254					424000	48910	8	714	4.691820754716981	4.550732459467786					424000	48910	8	714	6121.043438679245	2885.4318183479195					424000	48910	8	714	4.767915094339623	1.0543689638906997				
	424000	48960	8	808	0.9993679245283019	0.18168058594471895					424000	48960	8	808	6.885808962264151	4.59778275120457					424000	48960	8	808	6130.459813679246	2886.2640091072562					424000	48960	8	808	6.621891509433962	1.2114098181978772				
	424000	49010	8	718	1.0012877358490566	0.18184200123072972					424000	49010	8	718	7.702497641509434	4.615830185672638					424000	49010	8	718	6123.027509433962	2885.607164514611					424000	49010	8	718	5.767058962264151	1.1387619586223334				
	424000	49060	8	737	1.0005471698113209	0.1817797335935329					424000	49060	8	737	6.744625	4.592583950370115					424000	49060	8	737	6115.0439433962265	2884.9016011436884					424000	49060	8	737	6.740627358490566	1.2215285536801628				
	424000	49110	8	719	1.346134433962264	0.21104745458875246					424000	49110	8	719	4.613662735849057	4.552564483059404					424000	49110	8	719	6146.15729245283	2887.6513050998633					424000	49110	8	719	4.6991674528301886	1.0485860393700766				
	424000	49160	8	726	1.348186320754717	0.21122231241594158					424000	49160	8	726	4.621183962264151	4.554633205540318					424000	49160	8	726	6160.725735849057	2888.938820634427					424000	49160	8	726	4.6673466981132075	1.0459104785143907				
	424000	49210	8	765	0.9985047169811321	0.18160801348312214					424000	49210	8	765	7.68922641509434	4.617705076112323					424000	49210	8	765	6139.850856132075	2887.0939611719673					424000	49210	8	765	5.766759433962264	1.138736587669416				
	424000	49260	8	725	1.0011367924528303	0.18182930955507065					424000	49260	8	725	5.8257405660377355	4.579258205408794					424000	49260	8	725	6165.260483490566	2889.3395881442675					424000	49260	8	725	7.667983490566038	1.3007643488732745				
	424000	49310	8	775	1.4966603773584906	0.22390254409532068					424000	49310	8	775	3.509195754716981	4.535176647860106					424000	49310	8	775	6165.383129716981	2889.3504272572463					424000	49310	8	775	4.000514150943396	0.9900161933035713				
	424000	49360	8	796	1.5030566037735849	0.22444995398938727					424000	49360	8	796	3.501375	4.533900788307036					424000	49360	8	796	6156.784200471698	2888.59047948288					424000	49360	8	796	3.990757075471698	0.989200969686896				
	424000	49410	8	749	1.0013820754716982	0.18184993357472484					424000	49410	8	749	6.866058962264151	4.60128562213968					424000	49410	8	749	6160.641408018868	2888.9313679915426					424000	49410	8	749	6.618049528301887	1.2110825395612517				
	424000	49460	8	810	1.0033584905660378	0.18201612455672028					424000	49460	8	810	7.706964622641509	4.6213264005462					424000	49460	8	810	6164.38541981132	2889.2622526298633					424000	49460	8	810	5.759528301886792	1.1381237058492324				
	424000	49510	8	770	1.3699646226415094	0.21307888965816166					424000	49510	8	770	4.534889150943396	4.559190885836922					424000	49510	8	770	6207.514936320755	2893.073912366415					424000	49510	8	770	4.539665094339623	1.035182005448779				
	424000	49560	8	724	1.371179245283019	0.21318247078032954					424000	49560	8	724	4.537591981132075	4.5572812472864275					424000	49560	8	724	6192.692450471698	2891.763944407016					424000	49560	8	724	4.506360849056604	1.0323855351391722				
	424000	49610	8	731	0.9996698113207547	0.18170596719902363					424000	49610	8	731	6.744995283018868	4.604921238084398					424000	49610	8	731	6209.197410377358	2893.2226045132497					424000	49610	8	731	6.7467287735849055	1.2220488034996069				
	424000	49660	8	1103	0.9983537735849056	0.1815953235316306					424000	49660	8	1103	7.703983490566038	4.626779541124791					424000	49660	8	1103	6206.775356132075	2893.008550414983					424000	49660	8	1103	5.775346698113207	1.139464575348828				
	424000	49710	8	871	1.5012028301886793	0.22429129281225108					424000	49710	8	871	3.4986367924528303	4.541259787371642					424000	49710	8	871	6212.549992924528	2893.518896008017					424000	49710	8	871	4.010997641509434	0.9908922505267698				
	424000	49760	8	686	0.999188679245283	0.1816655160016832					424000	49760	8	686	6.874841981132075	4.608761293806443					424000	49760	8	686	6216.247933962264	2893.8457092948647					424000	49760	8	686	6.6086438679245285	1.2102813386102143				
	424000	49810	8	887	1.501181603773585	0.22428947612463143					424000	49810	8	887	3.4994221698113206	4.543672779588265					424000	49810	8	887	6230.617757075472	2895.1156726630416					424000	49810	8	887	3.9807240566037736	0.9883628941798346				
	424000	49860	8	830	0.9995424528301887	0.18169525943700085					424000	49860	8	830	6.781433962264151	4.608526165091094					424000	49860	8	830	6230.497094339623	2895.1050088412803					424000	49860	8	830	6.7024198113207545	1.21827191551851				
	424000	49910	8	801	1.3868561320754718	0.21451970564066317					424000	49910	8	801	4.359061320754717	4.560194026692074					424000	49910	8	801	6239.876339622641	2895.9339195477787					424000	49910	8	801	4.4352216981132075	1.0264150044265987				
	424000	49960	8	765	1.5008207547169812	0.2242585925848513					424000	49960	8	765	3.4488985849056606	4.54705854976979					424000	49960	8	765	6262.587299528302	2897.9410492703823					424000	49960	8	765	4.052566037735849	0.9943666378432705				
	424000	50010	8	776	0.9971745283018868	0.18149618650613109					424000	50010	8	776	7.704558962264151	4.6295054585538225					424000	50010	8	776	6227.584900943396	2894.8476375925316					424000	50010	8	776	5.767643867924528	1.1388116679789335				
	424000	50060	8	786	1.0006179245283018	0.18178568263322323					424000	50060	8	786	6.817771226415094	4.613177466536532					424000	50060	8	786	6259.796804245283	2897.69443323947					424000	50060	8	786	6.699339622641509	1.2180094329461053				
	424000	50110	8	782	1.4019528301886792	0.21580802988435116					424000	50110	8	782	4.2622641509433965	4.563462278159359					424000	50110	8	782	6278.018179245283	2899.304786710532					424000	50110	8	782	4.428634433962264	1.025862375571259				
	424000	50160	8	751	0.9995943396226415	0.18169962185060148					424000	50160	8	751	5.826162735849056	4.5932121336291525					424000	50160	8	751	6271.283733490566	2898.7096154355363					424000	50160	8	751	7.646492924528302	1.2989244003651603				
	424000	50210	8	727	1.4091933962264152	0.21642612503754596					424000	50210	8	727	4.1900424528301885	4.5628579076036475					424000	50210	8	727	6283.409587264151	2899.7812641524133					424000	50210	8	727	4.431662735849057	1.0261164358529362				
	424000	50260	8	862	1.0006981132075472	0.18179242490349426					424000	50260	8	862	6.8445	4.6157872684496					424000	50260	8	862	6275.144882075471	2899.050852821953					424000	50260	8	862	6.6342169811320755	1.2124600695378582				
	424000	50310	8	794	1.4984292452830188	0.22405392062836355					424000	50310	8	794	3.522108490566038	4.553863745350052					424000	50310	8	794	6304.431931603774	2901.63916002939					424000	50310	8	794	3.9820943396226416	0.9884774763370064				
	424000	50360	8	809	0.9979056603773585	0.18155765078780622					424000	50360	8	809	7.745129716981132	4.636698266039475					424000	50360	8	809	6275.340044811321	2899.068100752951					424000	50360	8	809	5.705474056603774	1.1335430937814117				
	424000	50410	8	746	1.4979056603773584	0.22400911245969277					424000	50410	8	746	3.465742924528302	4.551986519471861					424000	50410	8	746	6297.529893867924	2901.029177212344					424000	50410	8	746	4.034292452830189	0.9928391905432032				
	424000	50460	8	770	1.001877358490566	0.1818915789802343					424000	50460	8	770	5.820049528301887	4.596790070223918					424000	50460	8	770	6299.451351415094	2901.198990261337					424000	50460	8	770	7.706700471698113	1.3040799505721727				
	424000	50510	8	984	0.998	0.18156558182317784					424000	50510	8	984	6.832186320754717	4.621387245306037					424000	50510	8	984	6320.029662735849	2903.0176441632925					424000	50510	8	985	6.669502358490566	1.2154667025210502				
	424000	50560	8	884	0.9996037735849057	0.18170041501757014					424000	50560	8	884	7.1085589622641505	4.626364534100239					424000	50560	8	884	6310.220221698113	2902.150712985881					424000	50560	8	884	6.3940283018867925	1.1920096364426163				
	424000	50610	8	708	1.0010235849056603	0.18181979086001243					424000	50610	8	708	7.107004716981132	4.627544635607825					424000	50610	8	708	6319.51729009434	2902.9723620820723					424000	50610	8	708	6.394125	1.1920178749710855				
	424000	50660	8	1010	1.0010801886792453	0.18182455020102567					424000	50660	8	1010	7.781233490566038	4.642212309179004					424000	50660	8	1010	6311.0275070754715	2902.2220586165863					424000	50660	8	1010	5.675943396226415	1.1310412986591094				
	424000	50710	8	1046	1.4959033018867924	0.22383775703511083					424000	50710	8	1046	3.4857051886792454	4.557717877630329					424000	50710	8	1046	6338.1205353773585	2904.6164656054716					424000	50710	8	1046	4.016134433962264	0.9913216883050315				
	424000	50760	8	858	1.0027641509433962	0.18196614659323185					424000	50760	8	858	7.090280660377359	4.630795911118428					424000	50760	8	858	6347.301929245283	2905.427892053007					424000	50760	8	858	6.3904952830188675	1.1917090671711479				
	424000	50810	8	737	1.5041462264150944	0.224543216340574					424000	50810	8	737	3.4715518867924526	4.560028567056244					424000	50810	8	737	6357.32516745283	2906.313718511418					424000	50810	8	737	4.030740566037736	0.9925424054391936				
	424000	50860	8	756	1.4430330188679246	0.2193165344252058					424000	50860	8	757	3.998181603773585	4.571012066924572					424000	50860	8	757	6371.019412735849	2907.523978772594					424000	50860	8	757	4.2196816037735845	1.0083488927141706				
	424000	50910	8	693	1.4383561320754716	0.2189168968703099					424000	50910	8	693	3.9815919811320755	4.5732008453071735					424000	50910	8	693	6389.7565896226415	2909.1799200492346					424000	50910	8	693	4.22263679245283	1.0085963696450004				
	424000	50960	8	776	0.9986367924528302	0.18161911726837043					424000	50960	8	776	6.836375	4.628332674342647					424000	50960	8	776	6372.3553113207545	2907.6420418755606					424000	50960	8	776	6.646106132075472	1.2134731649269972				
	424000	51010	8	891	1.4978985849056603	0.22400850694861327					424000	51010	8	891	3.554313679245283	4.562787827855338					424000	51010	8	891	6367.480827830189	2907.2112482070643					424000	51010	8	891	3.9556580188679247	0.986269400810203				
	424000	51060	8	732	1.5007287735849058	0.2242507203556237					424000	51060	8	732	3.5512264150943396	4.5642162476343					424000	51060	8	732	6378.63379245283	2908.196917112948					424000	51060	8	732	3.9577665094339625	0.9864455125913627				
	424000	51110	8	698	1.0009716981132075	0.18181542814250443					424000	51110	8	698	7.11071462264151	4.635994119210979					424000	51110	8	698	6383.484424528302	2908.6256029295187					424000	51110	8	698	6.386665094339623	1.1913832268535212				
	424000	51160	8	774	1.4998089622641508	0.22417199907792662					424000	51160	8	774	3.444808962264151	4.563933206239009					424000	51160	8	774	6390.126002358491	2909.2125677593835					424000	51160	8	775	4.047497641509434	0.9939431219566457				
	424000	51210	8	785	0.9971084905660378	0.18149063500206505					424000	51210	8	785	5.808726415094339	4.6124954503377					424000	51210	8	785	6420.608922169811	2911.906567168698					424000	51210	8	785	7.676143867924528	1.301463378235217				
	424000	51260	8	755	0.9997216981132075	0.18171032963985392					424000	51260	8	755	6.9092099056603775	4.631941716559456					424000	51260	8	755	6387.427346698113	2908.974067795099					424000	51260	8	755	6.6067641509433965	1.2101214191890675				
	424000	51310	8	722	1.5043372641509434	0.22455956779832817					424000	51310	8	722	3.4482216981132074	4.564890694728448					424000	51310	8	722	6396.897974056604	2909.8110565040342					424000	51310	8	722	4.048290094339623	0.994009376891113				
	424000	51360	8	2342	1.0006084905660377	0.18178488942729926					424000	51360	8	2343	6.810573113207547	4.633187851021403					424000	51360	8	2343	6413.836813679245	2911.3080661103213					424000	51360	8	2343	6.686488207547169	1.2169143340377433				
	424000	51410	8	950	1.0021603773584906	0.18191537680474074					424000	51410	8	950	6.811120283018868	4.632448642344686					424000	51410	8	950	6408.099495283019	2910.801017123045					424000	51410	8	950	6.667525943396226	1.215298381234876				
	424000	51460	8	760	1.4983372641509434	0.22404604887955404					424000	51460	8	760	3.5127311320754715	4.571715769791206					424000	51460	8	760	6440.036216981132	2913.6235004522755					424000	51460	8	760	3.9993867924528304	0.9899223940911617				
	424000	51510	8	756	1.4723867924528302	0.2218259535156528					424000	51510	8	756	3.6667122641509433	4.57450574007291					424000	51510	8	756	6441.184858490566	2913.725014384163					424000	51510	8	756	4.184856132075471	1.0054333350561828				
	424000	51560	8	776	1.4724292452830188	0.2218295841817565					424000	51560	8	776	3.6424009433962263	4.576668290781866					424000	51560	8	776	6460.627433962264	2915.4432986481047					424000	51560	8	776	4.163297169811321	1.003628925576777				
	424000	51610	8	859	1.0010283018867925	0.18182018747122333					424000	51610	8	859	5.805884433962264	4.617151314182654					424000	51610	8	859	6456.437216981132	2915.072978118014					424000	51610	8	859	7.699643867924529	1.303475800061042				
	424000	51660	8	882	0.9974433962264151	0.1815187892442365					424000	51660	8	882	7.08328537735849	4.64538445149715					424000	51660	8	882	6460.057724056604	2915.3929491567474					424000	51660	8	882	6.397452830188679	1.1923011954597347				
	424000	51710	8	789	1.504188679245283	0.22454684999059557					424000	51710	8	789	3.4524174528301885	4.572030082747582					424000	51710	8	789	6450.09683018868	2914.5126312100297					424000	51710	8	789	4.048537735849057	0.9940301558139716				
	424000	51760	8	904	1.4826509433962265	0.2227038854562121					424000	51760	8	905	3.5948396226415094	4.579415185228193					424000	51760	8	905	6487.458537735849	2917.8145626062797					424000	51760	8	905	4.102400943396226	0.9985341233649573				
	424000	51810	8	929	1.0017877358490566	0.1818840430701301					424000	51810	8	929	6.9046367924528305	4.642238182815443					424000	51810	8	929	6466.861804245283	2915.994276182996					424000	51810	8	929	6.586900943396226	1.208429517660494				
	424000	51860	8	1131	1.5062122641509434	0.2247200585335372					424000	51860	8	1131	3.4082264150943398	4.577982929522328					424000	51860	8	1131	6500.496169811321	2918.9667953501926					424000	51860	8	1131	4.090948113207547	0.9975762547283791				
	424000	51910	8	851	1.0009811320754718	0.18181622136267703					424000	51910	8	851	6.818129716981132	4.639848711794817					424000	51910	8	851	6463.403306603774	2915.688623083687					424000	51910	8	851	6.690990566037736	1.217298104543727				
	424000	51960	8	828	1.5023985849056605	0.22439363447009444					424000	51960	8	828	3.378120283018868	4.5769190880849					424000	51960	8	828	6496.29204245283	2918.595245251565					424000	51960	8	828	4.102365566037736	0.998531137438979				
	424000	52010	8	833	1.4955919811320755	0.22381111599222336					424000	52010	8	833	3.387186320754717	4.578976613042921					424000	52010	8	833	6510.62908490566	2919.8623167325463					424000	52010	8	833	4.117181603773585	0.9997704525095122				
	424000	52060	8	972	0.9991179245283018	0.18165956737619654					424000	52060	8	972	5.827408018867924	4.623303630525532					424000	52060	8	972	6499.799304245283	2918.9052081392256					424000	52060	8	972	7.682898584905661	1.302041876562164				
	424000	52110	8	784	0.9997311320754717	0.18171112281237162					424000	52110	8	784	7.082054245283019	4.651922191069356					424000	52110	8	784	6510.246325471698	2919.828489419515					424000	52110	8	784	6.407283018867925	1.193137713087281				
	424000	52160	8	732	1.0009858490566037	0.1818166179734954					424000	52160	8	733	7.0890424528301885	4.648498164964786					424000	52160	8	733	6482.859615566038	2917.4081216242976					424000	52160	8	733	6.423007075471698	1.19447574895499				
	424000	52210	8	690	0.9990801886792453	0.1816563947840679					424000	52210	8	690	6.7847216981132075	4.6513085435702255					424000	52210	8	690	6556.556450471699	2923.9212627105676					424000	52210	8	691	6.696688679245283	1.2177838388940698				
	424000	52260	8	747	1.5032617924528302	0.22446751618291294					424000	52260	8	747	3.4713231132075473	4.58367907562077					424000	52260	8	747	6535.362495283019	2922.048193499559					424000	52260	8	747	4.020943396226415	0.9917238547500864				
	424000	52310	8	846	0.9987924528301887	0.18163220396315413					424000	52310	8	846	5.877617924528302	4.628404392426276					424000	52310	8	846	6530.643422169811	2921.6311335927053					424000	52310	8	846	7.647764150943396	1.2990335350957516				
	424000	52360	8	725	1.0021273584905661	0.1819126003755449					424000	52360	8	725	6.804457547169811	4.650019863633038					424000	52360	8	725	6543.372610849056	2922.7561075925682					424000	52360	8	725	6.706896226415094	1.2186538192097838				
	424000	52410	8	843	0.9982735849056604	0.18158858203201922					424000	52410	8	843	6.79179716981132	4.650267453446667					424000	52410	8	843	6547.411049528302	2923.1130147806657					424000	52410	8	843	6.689452830188679	1.2171671447230552				
	424000	52460	8	998	1.5033608490566037	0.22447599451537545					424000	52460	8	998	3.471313679245283	4.587365535040058					424000	52460	8	998	6563.10658490566	2924.5001474665573					424000	52460	8	998	4.030549528301886	0.9925267356184312				
	424000	52510	8	855	1.0015849056603774	0.18186698823820205					424000	52510	8	855	6.81176179245283	4.652703811025666					424000	52510	8	855	6562.618346698113	2924.4569981657323					424000	52510	8	855	6.678740566037736	1.216254243369996				
	424000	52560	8	877	0.9987641509433962	0.1816298245571826					424000	52560	8	877	6.888851415094339	4.654401754075617					424000	52560	8	877	6562.4525	2924.4423410520612					424000	52560	8	877	6.606396226415094	1.2100902801085778				
	424000	52610	8	734	0.9996037735849057	0.18170041501757014					424000	52610	8	734	6.79588679245283	4.65241331849443					424000	52610	8	734	6563.095174528302	2924.4991390433315					424000	52610	8	734	6.696358490566038	1.2177557075663161				
	424000	52660	8	773	1.499377358490566	0.22413506126930405					424000	52660	8	773	3.447431603773585	4.590462705680126					424000	52660	8	773	6589.440577830189	2926.8274814641395					424000	52660	8	773	4.054429245283019	0.9945228704187825				
	424000	52710	8	812	1.0020613207547169	0.18190704752891243					424000	52710	8	812	6.910375	4.65596348073267					424000	52710	8	812	6570.6991509433965	2925.171159824586					424000	52710	8	812	6.575481132075471	1.207456958581927				
	424000	52760	8	746	1.0005943396226415	0.18178369961765645					424000	52760	8	746	7.0634316037735845	4.663122059438708					424000	52760	8	746	6599.066943396227	2927.6782363828834					424000	52760	8	746	6.417382075471698	1.1939972001606154				
	424000	52810	8	741	0.9974575471698113	0.1815199788709263					424000	52810	8	741	6.923247641509434	4.658275457643406					424000	52810	8	741	6586.152172169811	2926.536860148834					424000	52810	8	741	6.5982570754716985	1.2093969827462356				
	424000	52860	8	757	1.5030990566037736	0.22445358753894182					424000	52860	8	757	3.4835283018867926	4.595423323633308					424000	52860	8	757	6622.193877358491	2929.722139339532					424000	52860	8	757	4.004783018867925	0.9903735401104293				
	424000	52910	8	887	1.5015	0.22431672654252605					424000	52910	8	887	3.4288349056603775	4.594237740375822					424000	52910	8	887	6620.195136792453	2929.545495423863					424000	52910	8	887	4.078816037735849	0.9965618872299465				
	424000	52960	8	993	1.5046344339622642	0.22458500355680722					424000	52960	8	993	3.4938702830188677	4.598334852794949					424000	52960	8	993	6642.791252358491	2931.5424865236487					424000	52960	8	993	4.016125	0.9913213423234749				
	424000	53010	7	863	1.0003301886792453	0.20592399683728846					424000	53010	7	863	7.1037169811320755	5.331071690442174					424000	53010	7	863	6619.463839622642	3347.948154104566					424000	53010	7	863	6.393650943396226	1.353414548557328				
	424000	53060	7	841	1.4952735849056604	0.2543947067397107					424000	53060	7	841	3.4138820754716983	5.249109539858665					424000	53060	7	841	6629.3404575471695	3348.945742001593					424000	53060	7	841	4.0789410377358495	1.1277272500075939				
	424000	53110	7	855	1.0000047169811321	0.20589236360458296					424000	53110	7	855	5.910823113207547	5.304949778721504					424000	53110	7	855	6643.284596698113	3350.3541700862793					424000	53110	7	855	7.5917193396226414	1.471227740431804				
	424000	53160	7	809	1.4990235849056603	0.25476420884385964					424000	53160	7	809	3.53301179245283	5.253742159912394					424000	53160	7	809	6644.686136792453	3350.4957326911026					424000	53160	7	809	3.9760966981132078	1.1177776565172826				
	424000	53210	7	787	0.999938679245283	0.20588594531436188					424000	53210	7	787	5.899698113207547	5.305629386734368					424000	53210	7	787	6649.561183962264	3350.9881370092594					424000	53210	7	787	7.569804245283019	1.4690679998486083				
	424000	53260	7	903	0.9984528301886793	0.20574153805842496					424000	53260	7	903	6.80897641509434	5.32881541961731					424000	53260	7	903	6654.984202830189	3351.535889249987					424000	53260	7	903	6.672132075471698	1.3807495999125472				
	424000	53310	7	1087	1.4997311320754716	0.2548339292957061					424000	53310	7	1087	3.5421792452830188	5.2574269902879855					424000	53310	7	1087	6667.769040094339	3352.8272223848367					424000	53310	7	1087	3.957676886792453	1.1159965252867905				
	424000	53360	7	793	1.4969929245283018	0.25456411656096156					424000	53360	7	793	3.5485896226415092	5.258681316875598					424000	53360	7	793	6675.205759433962	3353.578368687471					424000	53360	7	793	3.943686320754717	1.1146438434161299				
	424000	53410	7	1100	1.000311320754717	0.20592216301614963					424000	53410	7	1100	6.804976415094339	5.331603432128626					424000	53410	7	1100	6674.270193396226	3353.483871775854					424000	53410	7	1100	6.6873231132075475	1.3822416640716284				
	424000	53460	7	788	1.5026533018867925	0.25512188507705547					424000	53460	7	788	3.5622146226415095	5.261622638342729					424000	53460	7	788	6692.823688679246	3355.357868978815					424000	53460	7	788	3.9357169811320754	1.1138734177301035				
	424000	53510	7	775	1.5008490566037735	0.25494408959693016					424000	53510	7	776	3.405054245283019	5.259040834784061					424000	53510	7	776	6695.794648584906	3355.6579510542815					424000	53510	7	776	4.090570754716981	1.1288529715244178				
